Instance_ID,Location,Text
26276,Sydney,"Syd,you,look,spectacular,Love,my,new,home"
26277,Melbourne,"Wind,1,1,km,h,SW,Barometer,1005,6,hPa,Falling,slowly,Temperature,27,7,C,Rain,today,0,0,mm,Humidity,49"
26278,Brisbane,"also,that,s,a,good,idea,I,see,ppl,advertise,everywhere,then,link,back,to,like,dA,or,smth"
26279,Melbourne,"WHAT,IS,GOING,ON,MCW,KJ,CONFLICTING,REPORTS"
26280,Perth,"Yes,statistics,mate"
26281,Perth,"Photos,from,last,night,being,uploaded,ontheroadagain,2015,Pattersons,Oval,One,Direction,Concert"
26282,Perth,"am,racist"
26283,Melbourne,"Just,appalled,2,think,he,ll,speak,2,Widod,again,amp,offend,him,His,sensibilities,r,so,out,of,kilter,w,anyone,else,s"
26284,Perth,"But,I,ve,eaten,one,for,dinner"
26285,Melbourne,"i,do,mind"
26286,Melbourne,"danielle,r,u,drunk"
26287,Perth,"InExtremis,kemcho,majaa,ma"
26288,Sydney,"ssssshh,Is,this,true,Arrogant,if,not,corrupt,amp,unlawful,if,true"
26289,Melbourne,"Pleaseeee,Harry,Styles"
26290,Sydney,"Fuck,Channel,9,for,cutting,off,before,seeing,us,lift,the,trophy,Very,professional,Arseholes,FuckYouPricks"
26291,Sydney,"With,over,130,wines,to,taste,what,s,not,to,love,about,MarchintoMerivale"
26292,Sydney,"THIS,IS,IT,THIS,IS,THE,BEST,GIF"
26293,Sydney,"Earned,It,by,Weeknd,is,nowplaying,in,Collector,Hotel,Parramatta,Download,it,now,at"
26294,Perth,"Acostumbrarme,no,es,una,opcion"
26295,Perth,"I,didn,t,know,Michael,had,a,twin,vote,5sos,kca,BestFanArmy,5sosfam,iHeartAwards"
26296,Sydney,"fairly,sure,it,was,yday,but,happy,birthday,you,absolute,angel,i,lov,u,so,much"
26297,Perth,"help,thks,richard"
26298,Brisbane,"A,HOAX,story,Eyewitness,accounts,claim,only,20,not,1200,Muslims,The,rest,were,everyday,Norwegians,onlookers"
26299,Sydney,"this,is,true"
26300,Brisbane,"Edge,Woo,Hoo,Inbound,CE,lucho"
26301,Perth,"I,m,at,St,John,of,God,Hospital,healthcare,in,Subiaco,Western,Australia"
26302,Sydney,"PAS,BGT,LG,KEK,BULET,MUKA,HOPI"
26303,Brisbane,"OK,I,am,trying,to,find,a,way,to,make,a,midlife,dream,real,I,am,a,dreamer,this,is,innovation,a,chance"
26304,Perth,""
26305,Melbourne,"Aim,to,have,500,000,each,in,retirement,savings"
26306,Brisbane,"I,just,finished,walking,0,56,km,in,7m,50s,with,Endomondo,endorphins"
26307,Sydney,"The,awkward,moment,when,you,go,to,turn,the,train,seat,around,and,it,won,t,go"
26308,Melbourne,"Don,t,forget,Turnbull,is,carrying,an,extra,left,leaning,lead,ballast,and,LNP,people,still,in,1953"
26309,Sydney,"UNA,VALIENTE,MUJER,DE,LAS,ENTRAAS,DEL,PUEBLO,HACE,UN,LLAMADO,CLARO,Y,RASPAO,AL,FACISTA,TERRORISTA,ASESINO,RENUNCIA"
26310,Perth,"Coming,soon,we,take,you,on,breathtaking,journey,of,sxscottesloe,15,amp,cottesloebeach,aerialphotograpghy,thisiswa"
26311,Sydney,"is,it,nice"
26312,Sydney,"Ummm,the,musical,actress,voice,too,high,for,BabyLeo,and,he,isnt,as,experienced,as,kyu,or,Dongjunnie,to,match,so,she,overpowers,him"
26313,Brisbane,"Arnie,made,his,first,million,in,property,not,movies,at,Qld,Real,Estate,Agent,Summit"
26314,Perth,"Up,way,too,early"
26315,Melbourne,"ri3,TXSM"
26316,Sydney,"guys,help,which,one,of,these,do,you,like,best"
26317,Melbourne,"Roberts,those,boys,emotions,would,be,like,a,roller,coaster,ride,Awful"
26318,Brisbane,"Bistro,Every,visit,there,seems,to,be,a,different,policy,on,AMEX,December,5,January,0,today,3,This,seems,fishy,Tip,scam"
26319,Perth,"VOTE,VOTE,VOTE,FOR,CelebChrissie,SHEISSOSWEET"
26320,Melbourne,""
26321,Sydney,"suck,it,up,princess"
26322,Brisbane,"Teachers,need,to,be,tested,My,mum,had,to,help,both,my,grade,4,and,6,teachers,converting,mins,to,hours,etc,and,fractions"
26323,Perth,"Hi,The,is,currently,undergoing,a,Natural,Therapy,Review,from,a,rebate,eligibility,perspective,so,like,all,1,2"
26324,Sydney,"sin,bins,proportionate,punishment"
26325,Melbourne,"map,side"
26326,Melbourne,"Thanks,Eric,It,s,been,fun,so,far,I,am,hoping,tweeps,will,pledge,their,own,ideas,for"
26327,Brisbane,"Australia,Thanks,for,the,follow,Don,t,forget,to,register,for,free,at,and,like,us,on"
26328,Perth,"Putting,this,up,was,harder,than,learning,pointers,in,c"
26329,Perth,"ear,pussy"
26330,Sydney,"Always,prepared,for,the,looney,fringe,to,waffle,on,about,interminably,about,some,anti,thorium,fantasy"
26331,Sydney,"Preciso,da,grana,pra,ir,pra,indo,logo"
26332,Brisbane,"2pac,is,better,i,wish,he,would,make,a,new,album"
26333,Melbourne,"Route,109,is,actually,the,quickest,TramRoute,I,had,never,caught,it,to,the,terminus,before,but,it"
26334,Brisbane,"Nicki,Minaj,is,Bae"
26335,Melbourne,"Styles,Tomlinson,Liam,Payne,1DValentinesDay,OTRAMelbourne,UR,GNNA,SMASH,IT"
26336,Perth,"A,LIL,SOMETHING,ABOUT,A,GREAT,LABEL,CALLED,THAT,I,WROTE,AS,MY,LAST,PIECE,CHECK,IT"
26337,Perth,"nice,touch,getting,your,telemarketers,to,call,us,saying,that,you,are,doing,a,network,upgrade,and,then,throw,a,promotional,offer,in"
26338,Brisbane,"Still,can,t,believe,you,just,turned,21,when,you,are,meant,to,be,16,like,stop,growing,up,Tbh,wish,I,was,at,your,party,hehe"
26339,Perth,"U,DID,IT"
26340,Brisbane,"Same,to,u,little,miss,sunshine,I,hope,u,amp,yr,family,hv,time,4,great,Sunday,arvo,walk,Yr,such,a,great,role,model,4,Oz,girls"
26341,Perth,"Remember,the,movie,and,song"
26342,Brisbane,"Thank,you,for,voting,against,the,government,s,dangerous,and,ineffective,dataretention,scheme"
26343,Brisbane,"Styles,goodnight,baby"
26344,Sydney,"whenever,you,re,in,a,shitty,mood,just,look,at,the,comments,on,the,mcdonald,s,fb,page,and,you,ll,feel,better,that,you,re,not,that,stupid"
26345,Brisbane,"I,m,at,Unilodge,in,Brisbane,QLD"
26346,Brisbane,"Boys,suck"
26347,Sydney,"One,of,them,stole,the,one,I,made,lmao"
26348,Perth,"Happy,Monday,from,Charlie,And,her,kazoo,Cute,laugh"
26349,Brisbane,"Was,Obama,answering,to,The,Rule,Of,Law,Do,no,Harm"
26350,Brisbane,"What,time,is,it,It,s,Valen,times,HappyValentinesDay,sbemails,teengirlsquad,homestarrunner,valentimesday"
26351,Melbourne,"gero,Anyhow,I,ll,keep,looking,for,those,survey,results,you,mentioned,see,if,I,can,get,a,sense,of,the,distribution"
26352,Perth,"It,will,be,interesting,when,stored,politician,data,retained,by,the,dataretention,bill,is,published,So,many,people,have,access,to,it"
26353,Brisbane,"for,Green,Lantern,Uh,yes,please"
26354,Brisbane,"extremely,Receiving,Family,Tax,Benefit,Voice,welfare,is,for,poor,people"
26355,Melbourne,"For,women,over,50,on,IWD,and,refuse,to,be,invisible,harmer,whyigiveafuck"
26356,Perth,""
26357,Melbourne,"Seriously,great,session,from,McQueen,at,Cisco,Live,yesterday,afternoon,ShiftHappens,CLMel"
26358,Melbourne,"Tim,Southee,takes,7,for,33,against,England,in,Wellington,NZ,England,123,all,out,CWC,15"
26359,Brisbane,"I,wouldn,t,even,step,foot,near,the,crocodile"
26360,Brisbane,"Manuel,you,didn,t,know,then,what,you,now,know,well,that,your,show,would,BLOW,UP,is,that,success,I,smell,Congratulations,on,the,move"
26361,Sydney,"man,in,black,if,you,ll,take,a,sci,fi,game,Shadowrun,dragonfall,is,freaking,decent"
26362,Sydney,"Just,a,quiet,night,jorgeogalo,reynolds,76,blame,it,on,the,GOOSE,sorrynotsorry"
26363,Sydney,""
26364,Melbourne,"nek,minute,chris,sends,me,this,bye,murphy,holy,fek,chris,calm,yo,fingers,down"
26365,Melbourne,"hey,I,see,you,are,unlocked,We,have,lift,off"
26366,Perth,"Designs,unveiled,for,redevelopment,of,heritage,listed,Chemlabs,in,East,Perth,Looks,great"
26367,Perth,"Last,day,in,Perth,tomorrow,before,Hong,Kong,What,a,great,place,Doing,bump,out,amp,I,ve,just,been,handed,a,spanner"
26368,Melbourne,"MP,Well,done,in,Parliament,Good,4,U,for,calling,out,Tanya,P,for,what,she,is,amp,the,fact,that,can,t,control,her"
26369,Melbourne,"its,one,of,my,acoustic,go,to,songs,to,play"
26370,Melbourne,"Managed,to,get,it,via,my,podcatcher,Is,it,an,iTunes,only,issue"
26371,Sydney,"yum,salt"
26372,Perth,"What,s,the,first,thing,you,will,do,when,you,come,to,Australia,jacobchat"
26373,Sydney,""
26374,Sydney,"nsw,prediction,Do,you,think,enough,water,has,flowed,down,Bylong,Valley,re,Obeid,et,al,for,them,to,get,back,in"
26375,Brisbane,"follow,me,please,Do,it,for,Australia,x25"
26376,Sydney,"journalism,is,dying,and,social,media,is,taking,over,get,with,it,or,get,left,behind,grandpa"
26377,Sydney,"b"
26378,Melbourne,"Buen,comienzo,de,Vettel,con,Ferrari,Podio,en,Australia,F1"
26379,Sydney,"Sundays,with,the,boys,myfamily"
26380,Perth,"ITS,NEARLY,LONGER,THAN,MINE"
26381,Sydney,"eh,kase,naman,kaka,inlove,talaga,almost,perfect,inside,and,out,haizzzz,JSM,bakit,ba,kase,nasa,iyo,na,lahat"
26382,Perth,"YAS,I,had,5,Valentines,Lux,at,the,end,is,adorable"
26383,Sydney,"Thursday,March,12,AstralPeople,pres,DJSHADOW,amp,CUTCHEMIST,Renegades,Of,Rhythm,Tour"
26384,Melbourne,"THAT,was,a,rough,night,Hope,everyone,in,affected,areas,are,ok,x"
26385,Sydney,""
26386,Perth,"ps,U,ladies,are,all,talented,u,each,create,works,of,art"
26387,Melbourne,"I,m,at,Cafe,on,Bourke,in,Melbourne,Australia"
26388,Sydney,"Turns,out,a,book,called,Bubba,Yum,Yum,by,a,celebrity,paleo,chef,isn,t,the,best,way,to,nourish,an,infant,after,all"
26389,Sydney,"Perfect,Sunday"
26390,Sydney,"MARIAH,CAREY,LAMBS,PARTY,April,18th,Promo,Video,Tickets,on,Sale,this,week,madonnabar"
26391,Perth,"dah,ada,sama,je,rasa,hewhewhew"
26392,Melbourne,"What,a,fucking,shit,day"
26393,Sydney,"Iskatu,what,ones,are,there,so,far"
26394,Melbourne,"Guy,Sebastian,Melbourne,Rod,Laver,Arena,guysebastian,madnesstour,photography"
26395,Perth,"I,pause,you,so,that,you,can,load,Load,la"
26396,Melbourne,"really,showed,me,the,best,way,to,hang,out,here,in,Melbourne,and,took,me,to,the,Eureka"
26397,Brisbane,"Arnie,Killed,It,terminated,aaronsansoni,arnieandaaron,salesiscoolagain,thesalesking"
26398,Melbourne,"L,A,Love,by,Fergie,is,nowplaying,in,Genesis,Dandedong,Dandenong,Download,it,now,at"
26399,Sydney,"Next,week,as,part,of,Now,Festival,For,fans,of,theatre,comedy,amp,improv"
26400,Perth,"La,grande,qui,fait,sa,liste,d,invits,pour,ces,9,ans,mdr,et,c,est,en,Octobre,je,rve"
26401,Sydney,"Special,treat,for,Matt,aldigems"
26402,Perth,""
26403,Perth,"Spent,fuckin,10,hours,emailing,and,ringing,people,yesterday,looking,for,work,getting,nothing,but"
26404,Melbourne,"Games,hi"
26405,Sydney,"Thomas,Kelly"
26406,Sydney,"Kicking,off,the,show,with,last,night,s,TOP,3"
26407,Melbourne,""
26408,Brisbane,"My,father,Retired,airline,Captain"
26409,Melbourne,"Tony,Snell,is,on"
26410,Perth,"Nashville,dog,who,was,left,2,freeze,outside,is,returned,to,his,callous,owner,Please,sign,RT"
26411,Sydney,"And,total,fan,moment,as,we,talk,about,one,of,the,biggest,guys,on,the,internet,says,utsjournalism"
26412,Sydney,"Killer,chetfaker,Hordern,Pavilion"
26413,Brisbane,"Jasmine,your,fat"
26414,Sydney,"Phillip,Laird,16,Jun,gt,Retweeted,by,David,Vella"
26415,Perth,"Spending,the,evening,at,Salt,on,the,Beach,wedding,open,night,So,excited,that,my,best,friend,is"
26416,Brisbane,"My,demon,is,depression"
26417,Sydney,"Thinking,Out,Loud,by,Ed,Sheeran,is,nowplaying,in,Collector,Hotel,Parramatta,Download,it,now,at"
26418,Perth,"can,t,wait,xxxx"
26419,Melbourne,"Just,posted,a,photo,mochachinos"
26420,Sydney,"Mmmmmm,Greens,beans,and,leans,are,fine,The,Westin,Sydney"
26421,Perth,"that,is,fucking,amazing,really"
26422,Sydney,"Day,2,of,the,AU,FutureSchools,conference,this,morning,s,focus,is,pedagogy"
26423,Perth,"Annual,drug,related,deaths,in,AustTobacco,15000"
26424,Sydney,"Amazing,night,marching,with,thanks,to,2015,so,proud,to,serve,right,now"
26425,Sydney,"I,m,at,The,Hayberry,in,Crows,Nest,NSW,NSW"
26426,Brisbane,"Best,eviction,ever,CelebLauren,just,had,to,go,so,pleased"
26427,Sydney,"l"
26428,Perth,"Indigenous,All,Stars,bout,to,put,on,a,show,AFL,AFLAllstars,WAFooty"
26429,Brisbane,"WorstNRLRef,2015,NRL,NRLManlyStorm,Who,s,that,retard,reffing,this,game,Maxwell,Sack,him,and,probe,his,betting,history,on,Manly"
26430,Melbourne,"of,one,whose,subdu,d,eyes,Albeit,unused,to,the,melting,mood"
26431,Melbourne,"oh,okay,they,re,fighter,jets"
26432,Sydney,"Crisis,management,1012,just,for,you"
26433,Perth,"my,dad,just,put,this,on,my,toilet,wall,ahahahahah"
26434,Perth,"All,good,There,s,always,a,next,time"
26435,Melbourne,"don,t,worry,nobody,can,see,you,Where,s,that,bone"
26436,Perth,"Strange,to,think,that,we,lived,in,a,time,when,if,we,didn,t,know,an,answer,to,something,we,couldn,t,just,whip,out,iPhone,and,search,for,it"
26437,Brisbane,"I,think,sphincter,is,a,derogatory,term,I,prefer,Inner,To,Outer,Anal,Muscle"
26438,Perth,"ps,Yes,thanks,BAE"
26439,Sydney,"Haha,9,44,Umuwi,still,not,grounded"
26440,Brisbane,"This,is,the,third,Leopard,print,shoes,Because,I,love,them"
26441,Brisbane,""
26442,Melbourne,"she,s,so,beautiful"
26443,Sydney,"no,not,even,slightly"
26444,Brisbane,"Ramses"
26445,Brisbane,"Emily,s,hens,high,tea,at,Bacchus,weareladies,Bacchus,South,Bank"
26446,Melbourne,"Actual,cunt"
26447,Perth,"yeh,well,Attila,did,it,years,later,and,are,huge,Music,is,weird,hahahaha"
26448,Sydney,"will,vyb,it,over,the,weekend"
26449,Brisbane,"when,did,i,follow,a,gohan"
26450,Sydney,"Team,Boho,at,ReadyToRumble,9,trivia,night,BohoLife,The,Beresford,Hotel"
26451,Melbourne,""
26452,Perth,"is,so,active,on,Twitter,what,is,life"
26453,Brisbane,"Practice,before,u,preach,If,kids,see,u,eat,healthy,food,amp,getting,physically,active,theyll,take,notice,of,ur,efforts,amp,try,to,implement,it"
26454,Sydney,"Never,LooK,Back"
26455,Melbourne,"Can,you,please,create,a,veggie,burger,Hungry,Jacks,has,one,why,can,t,you"
26456,Sydney,"ok,I,got,21sec,not,sure,if,it,works,let,s,see"
26457,Sydney,"In,what,sense,can,death,cult,apply,to,ISIS,but,not,also,to,Catholicism"
26458,Sydney,"I,d,feel,so,safe,in,his,arms,I,m,sobbing"
26459,Sydney,"Joseph,Goebbels,If,you,tell,a,lie,big,enough,and,keep,repeating,it,people,will,eventually,come,to,believe,it,DFATPNG,border,crossings,TNI"
26460,Perth,"OK,LOOK,BOTTOM,RIGHT,IS,ME,I,LOOK,LIKE,A,DERP"
26461,Perth,"FB,um,cu,mesmo,ja,tem,1,ms,que,eu,to,aqui,na,Austrlia,ai,posto,uma,foto,no,FB,e,vem,os,estranho,noooossa,t,na,Austrlia,mesmo"
26462,Brisbane,"Just,finished,up,with,sprints,Damn,my,legs,are,jelly,Imma,just,chill,on,this,park,bench,until,I,can,walk,home"
26463,Melbourne,"So,sad,to,hear,about,A,great,talent,and,by,all,reports,an,excellent,fellow"
26464,Melbourne,"may,be,encouraged,to,have,a,go,as,first,season,chasers,following,Coneygree,s,success"
26465,Sydney,"YASSSS"
26466,Brisbane,"amykateandherjellybeanbelly,s,photo"
26467,Perth,"hmmmmm,you,need,some,Lessons,about,us,Aussies"
26468,Brisbane,"These,are,Aussie,Blogs,and,Recipes,You,can,purchase,Australian,Products,Online"
26469,Melbourne,"Interesting,Coles,have,prev,told,me,here,on,Twitter,that,the,certification,in,Italy,of,the,Italian,ingredients,is,accepted,here"
26470,Brisbane,"ShortStackDWM,do,you,wish,that,the,band,never,broke,up,when,it,did,X"
26471,Melbourne,"FaithfulWomenOfTwitter"
26472,Melbourne,"there,r,so,many,other,herbs,can,b,used,true"
26473,Perth,"ROCK,ON,EMILY,MCDONAGH,of,congrats,on,your,GooglePrize"
26474,Melbourne,"Hot,Ass,Porn,Star,Babe,Abigail,Mac,Having,A,Good,Time"
26475,Sydney,"Alarming,to,hear,10000,Aussie,kids,in,protective,care,due,to,parent,alcohol,addictions,restrictaccess"
26476,Perth,"Voc,ta,atrasado,rapaz"
26477,Perth,"Some,sort,of,alarm,clock,she,s,meowing,a,lot,at,me,today,She,somehow,keeps,track,of,meals,she,is"
26478,Melbourne,"Wind,0,0,km,h,Barometer,1005,7,hPa,Falling,slowly,Temperature,33,3,C,Rain,today,0,0,mm,Humidity,33"
26479,Melbourne,"know,that,mortgages,are,a,tailor,made,proposition,finance,broker,melbourne,Tax,Dep"
26480,Sydney,"Why,is,it,no,longer,acceptable,to,stand,up,for,human,rights,and,the,truth,today,in,government"
26481,Melbourne,"I,ve,changed,my,slides,so,often,lately,to,serve,different,audiences,that,I,have,no,idea,what,will,pop,up,on,the,screen"
26482,Sydney,"going,there"
26483,Sydney,"15,minutes,into,australianagenda,And,Mr,Bowen,hasn,t,answered,1,question"
26484,Melbourne,"Happy,Birthday,dear,Zali"
26485,Perth,"i,see,white,amp,gold,wbu"
26486,Brisbane,"for,pc,yes"
26487,Sydney,"pl,Pamitk"
26488,Sydney,"Out,and,back,I,was,out,running,10,08,km,with,Endomondo,endorphins"
26489,Brisbane,"asal,rajin,sangat,aku,risau,pasal,ko,ok,Ko,ni,busy,sgt,ah,Lek,eh,sapkok,kat,rumah"
26490,Sydney,"ALWAYSTRENDING,Icebergs,Dining,Room,Bondi,Beach"
26491,Brisbane,"Now,where,is,it,I,live,Brisbane,Queensland"
26492,Sydney,"JESUS"
26493,Brisbane,"Whooooo,drizzayyyyyyyy"
26494,Perth,"Great,breakfast"
26495,Brisbane,"Mole,and,this,also,plz"
26496,Brisbane,"It,s,a,good,job,I,love,queuing,and,waiting"
26497,Perth,"omg,this,makes,me,so,happy,because,i,m,tiny"
26498,Perth,""
26499,Brisbane,"chinchillasymposium,Dr,Mariann,Lloyd,Smith,National,Toxics,Network,via,video,myth,3,csg,can,provide,clean,water,for,farmers,qldpol"
26500,Sydney,"Seryoso,ako,sa,sinabi,ko,kanina,HAHA"
26501,Sydney,"colincolin,1"
26502,Sydney,"I,hate,being,short,because,I,can,t,punch,people,in,the,back,of,the,head,for,walking,too,slowly,twirls,around"
26503,Melbourne,"lmao"
26504,Brisbane,"But,right,now,Im,stuck,Waiting,for,ego,blocks,that,others,created"
26505,Brisbane,"So,David,Lynch,hates,graffiti"
26506,Brisbane,""
26507,Brisbane,"The,FREAKY,STUFF,is,your,clips"
26508,Brisbane,"Pls,I,want,to,sleep"
26509,Melbourne,"and,on,a,couple,of,occasions,I,ve,rewatched,some,of,the,ABC,Kerry,O,Brien,Keating,interviews,Clever,clever,man"
26510,Perth,"lohr,2,We,ALL,LOVE,SPN,and,that,s,what,counts,I,suppose"
26511,Sydney,"you,don,t,need,a,pressurized,SU25,cockpit,TO,FLY,HIGH"
26512,Sydney,"hagen,get,your,hat,We,re,going,to,the,bank"
26513,Melbourne,"apparently,copying,her,husband,but,like,it,makes,no,sense,but,its,really,funny"
26514,Melbourne,"We,need,to,remember,to,turn,our,lights,off,drive,less,and,consume,less,TomHutton,cmmelb"
26515,Perth,"I,m,at,Northbridge,in,WA"
26516,Perth,"D20,hi,gorgeous"
26517,Brisbane,"I,m,at,Anytime,Fitness,in,murarrie,Qld"
26518,Perth,"freshbread,thermomix,who,s,joining,me,for,lunch,Thermomix,HQ"
26519,Sydney,"nice,you,still,living,in,Melbourne,I,presumed,possibly,wrongly,that,you,were,in,Israel"
26520,Melbourne,"haha,lounz,they,just,fa,rency,smancy,terms,that,we,use,to,make,us,look,cool,1,2,people,in,this,room,would,kill,for,your,traffic"
26521,Perth,"Boys,wearing,team,tops,supporting,WAFooty,AFLAllstars"
26522,Melbourne,"I,v,had,so,much,fun,at,the,beach,in,Melbourne,Australia,Port,Melbourne,Beach"
26523,Perth,"she,looks,pretty,happy,there,lol"
26524,Melbourne,"Get,Pancake,RuinAMovieWithPancake"
26525,Brisbane,"haha,ssshhh"
26526,Sydney,"best,result,possible,for,us,and,his,employer"
26527,Melbourne,"I,FORGOT,THAT,STREAMING,SPN,MEANT,THERE,WOULD,BE,ADS"
26528,Perth,"that,winner,will,be,a,nice,feed,of,barra,amp,chips,gaz"
26529,Perth,""
26530,Sydney,"Anyone,wanna,get,some,pick,ups,or,2s,3s"
26531,Sydney,"Ceebs,with,ppl,rn,g00d,by3"
26532,Sydney,"Awww,That,s,me"
26533,Melbourne,""
26534,Sydney,"I,m,really,going,to,miss,these,two,ImACelebrityAU"
26535,Melbourne,"boo,now,not,going,home,till,Sunday"
26536,Perth,"cheek"
26537,Sydney,"I,m,at,Sydney,Kingsford,Smith,Airport,SYD,in,Mascot,NSW"
26538,Brisbane,"UGH,NO,that,s,shiiiiiit,Please,stay,broken"
26539,Perth,"I,was,getting,into,my,car,and,a,bloke,says,to,me,Can,you,give,me,a,lift,i,said,sure,you,look,great,the,world,is,your,oyster,go,for,it"
26540,Brisbane,"what,And,it,s,already,the,4th,one,getting,married,Imba,O"
26541,Melbourne,"of,course,I,didn,t,bring,headphones,today"
26542,Perth,"I,d,slap,you,but,that,would,be,animal,abuse"
26543,Perth,"it,s,probably,me,and,my,fire,team,blowing,up,dust,from,our,sparrows,Sorry,we,will,be,more,careful"
26544,Sydney,"referess,should,be,sacked"
26545,Brisbane,"Update,on,SMSF,Rules"
26546,Sydney,"April,is,not,to,far,princess"
26547,Brisbane,"Want,to,finish,laundry,want,to,avoid,the,possum,sitting,on,top,of,the,washing,machine,strayaproblems"
26548,Melbourne,"ff"
26549,Perth,"this,is,why,I,hate,betting"
26550,Melbourne,"FAVE,TALKING,ABOUT,MY,GIRLFRIEND"
26551,Brisbane,"kitchen,s,floor,the,zoo"
26552,Perth,"PLEASE"
26553,Sydney,"should,i,give,up,or,should,i,just,keep,chasing,pavements,even,if,it,leads,nowhere"
26554,Perth,"On,route,to,airport,to,drop,gran,off"
26555,Perth,"And,it,s,turn,now,Riding,a,bike,all,morning,in,lead,up,to,the,coming,up,perth,96fm"
26556,Brisbane,"If,my,family,was,lined,up,and,burnt,alive,and,my,neighbours,daughters,abducted,and,raped,I,sure,as,shit,hope,somebody,would,send,me,help"
26557,Brisbane,"I,so,badly,want,to,interview,someone,on,them,can,you,recommend,anyone"
26558,Melbourne,"Are,you,RSS,feeds,working,I,published,something,yesterday,but,the,podcast,feed,won,t,update"
26559,Perth,"Go,watch,new,video,and,subscribe,and,give,it,a,thumbs,up,omfg,please,follow,dm,me,jack,x8"
26560,Brisbane,"Mara,You,keen,to,play,MF,tonight,we,all,are"
26561,Melbourne,"Help,Help,hi,just,had,a,call,from,Fox,saying,that,Telstra,will,not,provide,a,new,connection,4,internet,can,they,say,that"
26562,Brisbane,"Actually,Mark,Butler,comes,across,as,Persuasive,and,Patient,Will,Malcolm,Mark,offer,a,persuasive,alternative,to,a,soundbite"
26563,Brisbane,"I,hate,how,people,say,You,are,my,everything,to,their,boyfriend,girlfriend,So,Oxygen,food,water,and,shelter,mean,nothing,to,you"
26564,Melbourne,"Good,question,and,a,great,idea,I,will,send,that,request,to,the,maintenance,team,Thanks,for,the,feedback"
26565,Sydney,"10,28pm,I,want,nuggets"
26566,Brisbane,"Ayyy,since,I,live,in,Australia,now,the,men,need,to,find,me,teachmetosurf,andlovemetoo"
26567,Melbourne,"Getting,the,room,set,up,for,the,last,class,of,Urban,Mindfulness,6,week,program,with,facilitator"
26568,Melbourne,"He,s,a,really,gross,person,but,damn,he,nails,gun,culture,in,that,video"
26569,Brisbane,"Gold,And,Silver,Price,Reset,To,Occur,By,Stealth,Shanghai,is,already,the,established,global,hub,for,physical,gold"
26570,Perth,"please,visit,Against,Greyhound,racing,Cruelty,Drugging,amp,Corruption,of,a,self,regulated,sport"
26571,Sydney,"we,could,really,use,a,Christian,to,lead,some,prayer,interested,Pretty,Please,xxx"
26572,Brisbane,"10,it,should,be,in,BRISBANE"
26573,Sydney,"I,always,wanted,to,be,a,florist,magical,place,VSCOcam,Pearsons,School,of,Floristry"
26574,Sydney,"contact,travel,agencies,and,airlines,asking,for,a,ban,on,travel,to,Bali,for,1,week,to,show,support,for,the,Bali,9,I,have"
26575,Brisbane,"Hauss,Gee,Bill,We,didn,t,know"
26576,Brisbane,"For,all,the,birthday,love,birthday,birthdaygirl,love,cake,presents,friends,family,Neverland"
26577,Sydney,"Im,jealous,of,whatever,got,to,make,you,sad"
26578,Perth,"Hot,one,minute,cutie,patootie,next,awww,Jang,Wooyoung"
26579,Sydney,"Sir,I,cry,a,little,because,my,degree,never,offered,an,option,to,study,Scandinavian,history"
26580,Sydney,"if,every,dayends,this,way"
26581,Brisbane,"First,britney,spears,then,delta,goodrem,TBT"
26582,Melbourne,"Another,close,loss,today,7,6,Gatty,3,Dala,3,haddockfc"
26583,Melbourne,"Come,one,blue,boys"
26584,Brisbane,"Going,to,be,a,cracking,show,with,Hope,to,get,some,great,shots"
26585,Melbourne,"We,will,be,at,Prowein,Wineries,Distilleries,Breweries,looking,to,grow,stop,by,Getting,ready"
26586,Melbourne,"Colin,put,a,rocket,up,your,bottom,mkr,ouch"
26587,Perth,"Wake,up,every,morning,with,a,smile,on,your,face,go,through,the,day,with,your,head,up,and,dont,let,words,take,you,down"
26588,Brisbane,"Exciting,things,happening,that,s,for,sure"
26589,Melbourne,"Liam,Payne,love,you"
26590,Sydney,"it,was,a,pleasure,maybe,too,much,at,times,Glad,I,finally,understand,you,better,and,look,forward,to,future,collaboration"
26591,Brisbane,"Canadians,Asked,To,Stop,Spocking,Bank,Notes"
26592,Melbourne,"Big,thanks,to,the,300,people,that,unfollowed,me"
26593,Perth,"aM,let,s,play"
26594,Sydney,"Vic,Can,t,wait,What,s,more,important,opening,line,of,a,book,or,closing,line"
26595,Brisbane,"You,r,dulsional"
26596,Perth,"Wanna,try,all,of,these,things"
26597,Sydney,"in,sydney,One,of,your,schools,I,had,a,ball,Best,students,ever"
26598,Melbourne,"It,s,so,sad,how,I,met,HARRY,LIAM,and,Niall,in,my,fuckin,school,Uniform,Hahhhdhahah"
26599,Sydney,"Tell,him,thanks,so,much,our,son,is,a,fan,already"
26600,Sydney,"fbf,to,a,month,ago,when,I,was,getting,tan,at,the,zoo,and,now,I,m,stuck,in,1,degree,weather"
26601,Perth,"too,late,and,the,fun,was,just,beginning"
26602,Brisbane,""
26603,Melbourne,"Everything,Just,Happen,So,Sudden"
26604,Perth,"Gotta,stay,high,all,the,time"
26605,Sydney,"OhYeah"
26606,Melbourne,"741"
26607,Brisbane,"Kim,has,always,annoyed,me,but,no,more,so,than,when,Kanye,arrived,on,the,scene,I,m,not,sure,who,is,a,bigger,dick,IMO"
